"Asutuse registrikood";"Asutuse täisnimi";"Maakond, linn/vald, küla";"Tänav/maja";"Arhiv. kp";"Lõp.akt.nimi";"Lõpet. nr";"Lõpetamise akti kuupäev";"Lõpet.kp";"Arhiivis";"E-mail"
"75024372";"Narva Lasteaed Kaseke";"Narva linn, Ida-Viru maakond";"Energia 4a";"";"";"";"00000000";"";"";""
"75026715";"Narva Lasteaed Kirsike";"Narva linn, Ida-Viru maakond";"Tiimani 11";"";"";"";"00000000";"";"";""
"75026879";"Narva Lasteaed Kuuseke";"Narva linn, Ida-Viru maakond";"Uusküla 18a";"";"";"";"00000000";"";"";""
"75008692";"Narva Lasteaed Käoke";"Narva linn, Ida-Viru maakond";"Kangelaste 38";"";"";"";"00000000";"";"";""
"75026856";"Narva Lasteaed Marjake";"Narva linn, Ida-Viru maakond";"Viru 4";"";"";"";"00000000";"";"";""
"75026750";"Narva Lasteaed Muinasjutt";"Narva linn, Ida-Viru maakond";"PuÅ<U+FFFD>kini 13a";"";"";"";"00000000";"";"";""
"75024426";"Narva Lasteaed Pingviin";"Narva linn, Ida-Viru maakond";"Mõisa 1a ja Mõisa 6";"";"";"";"00000000";"";"";""
"75026773";"Narva Lasteaed Potsataja";"Narva linn, Ida-Viru maakond";"Tallinna mnt 50";"";"";"";"00000000";"";"";""
"75026891";"Narva Lasteaed Punamütsike";"Narva linn, Ida-Viru maakond";"Kreenholmi 8a";"";"";"";"00000000";"";"";""
"75008670";"Narva Lasteaed Päikene";"Narva linn, Ida-Viru maakond";"Hariduse 11";"";"";"";"00000000";"";"";""
"75026902";"Narva Lasteaed Pääsuke";"Narva linn, Ida-Viru maakond";"Pimeaia 1";"";"";"";"00000000";"";"";""
"75008734";"Narva Lasteaed Põngerjas";"Narva linn, Ida-Viru maakond";"Vassili Gerassimovi 18A";"";"";"";"00000000";"";"";"NARVAPONGERJAS@HOT.EE"
"75008663";"Narva Lasteaed Sipsik";"Narva linn, Ida-Viru maakond";"26. juuli tn 13a";"";"";"";"00000000";"";"";""
"75024411";"Narva Lasteaed Sädemeke";"Narva linn, Ida-Viru maakond";"Pähklimäe 5";"";"";"";"00000000";"";"";""
"75024403";"Narva Lasteaed Tareke";"Narva linn, Ida-Viru maakond";"Tiimani 16";"";"";"";"00000000";"";"";"LA.TAREKE@GMAIL.COM"
"75008686";"Narva Lasteaed Tuluke";"Narva linn, Ida-Viru maakond";"Kangelaste 16a";"";"";"";"00000000";"";"";""
"75009021";"Narva Lasteaed Vikerkaar";"Narva linn, Ida-Viru maakond";"Kangelaste pst 21";"";"";"";"00000000";"";"";""
"75029524";"Narva Linna Arenduse ja Ü–konoomika Amet";"Narva linn, Ida-Viru maakond";"Peetri plats 3-5";"00000000";"";"";"00000000";"00000000";"";"ARENG@NARVA.EE"
"75009148";"Narva Linna Sotsiaalabiamet";"Narva linn, Ida-Viru maakond";"Linda 4";"";"";"";"00000000";"";"";"SOTSIAALABIAMET@NARVA.EE"
"75024484";"Narva Linna Sümfooniaorkester";"Narva linn, Ida-Viru maakond";"Võidu 2";"";"";"";"00000000";"";"";""
"75008386";"Narva Linnaarhiiv";"Narva linn, Ida-Viru maakond";"Linda tn 4";"";"";"";"00000000";"";"";"ARHIIV@NARVA.EE"
"75008485";"Narva Linnakantselei";"Narva linn, Ida-Viru maakond";"Peetri plats 5";"";"";"";"00000000";"";"";"NARVALV@NARVA.EE"
"75029820";"Narva Linnavalitsuse Arhitektuuri- ja Linnaplaneerimise Amet";"Narva linn, Ida-Viru maakond";"Peetri plats 5";"00000000";"";"";"00000000";"00000000";"";"INFO@NARVAPLAN.EE"
"75024260";"Narva Linnavalitsuse Kultuuriosakond";"Narva linn, Ida-Viru maakond";"Peetri plats 1";"";"";"";"00000000";"";"";"KULTUUR@NARVA.EE"
"75008427";"Narva Linnavalitsuse Rahandusamet";"Narva linn, Ida-Viru maakond";"Peetri plats 5";"";"";"";"00000000";"";"";"RAHANDUS@NARVA.EE"
"75028016";"Narva Linnavolikogu Kantselei";"Narva linn, Ida-Viru maakond";"Peetri plats 1";"";"";"";"00000000";"";"";"NARVAVK@NARVA.EE"
"75009131";"Narva Muuseum";"Narva linn, Ida-Viru maakond";"Peterburi mnt 2";"";"";"";"00000000";"";"";"INFO@NARVAMUUSEUM.EE"
"75024337";"Narva Muusikakool";"Narva linn, Ida-Viru maakond";"Karja 3";"";"";"";"00000000";"";"";"NMKKOOL@HOT.EE"
"75009160";"Narva Noorte Meremeeste Klubi";"Narva linn, Ida-Viru maakond";"Viru 18";"";"";"";"00000000";"";"";""
"75008723";"Narva Noortekeskus";"Narva linn, Ida-Viru maakond";"Vestervalli 9";"";"";"";"00000000";"";"";"NOORTEK@ESTPAK.EE"
"75024449";"Narva Paemurru Spordikool";"Narva linn, Ida-Viru maakond";"26. Juuli 4";"";"";"";"00000000";"";"";""
"75026661";"Narva Paju Kool";"Narva linn, Ida-Viru maakond";"Aleksei Juhhanovi tn 3";"";"";"";"00000000";"";"";"KOOL@PAJU.EDU.EE"
"75024357";"Narva Pähklimäe Gümnaasium";"Narva linn, Ida-Viru maakond";"Pähklimäe 3";"";"";"";"00000000";"";"";"MAIL@PAHKLIMAE.EDU.EE"
"75026690";"Narva Soldino Gümnaasium";"Narva linn, Ida-Viru maakond";"Tallinna mnt 40";"";"";"";"00000000";"";"";"SEKRETAR@SOLDINO.EDU.EE"
"75038078";"Narva Sotsiaaltöökeskus";"Narva linn, Ida-Viru maakond";"Linda 4";"00000000";"";"";"00000000";"00000000";"";"SOTSIAALABIAMET@NARVA.EE"
"75037334";"Narva Spordikeskus";"Narva linn, Ida-Viru maakond";"Rakvere 22d";"00000000";"";"";"00000000";"00000000";"";"KULTUUR@NARVA.EE"
"75009177";"Narva Spordikool Energia";"Narva linn, Ida-Viru maakond";"Võidu 4";"";"";"";"00000000";"";"";""
"75024292";"Narva Täiskasvanute Kool";"Narva linn, Ida-Viru maakond";"Paul Kerese 22";"";"";"";"00000000";"";"";"NARVATK@GMAIL.COM"
"70006027";"Narva Vanalinna Riigikool";"Narva linn, Ida-Viru maakond";"Kraavi 2";"";"";"";"00000000";"";"";"SEKRETAR@NVRK.EDU.EE; DIREKTOR@NVRK.EDU.EE"
"75005541";"Narva-Jõesuu Keskkool";"Narva-Jõesuu linn, Ida-Viru maakond";"J.Poska 36";"";"";"";"00000000";"";"";"NJKOOL.SEPP@MAIL.EE"
"75005558";"Narva-Jõesuu Koduloomuuseum";"Narva-Jõesuu linn, Ida-Viru maakond";"Nurme 38";"";"";"";"00000000";"";"";""
"75005512";"Narva-Jõesuu Kultuurikeskus";"Narva-Jõesuu linn, Ida-Viru maakond";"Metsa 7";"";"";"";"00000000";"";"";""
"75005506";"Narva-Jõesuu Laste Muusika- ja Kunstikool";"Narva-Jõesuu linn, Ida-Viru maakond";"Kesk tn 3";"";"";"";"00000000";"";"";"NJMK@HOT.EE"
"75005535";"Narva-Jõesuu Linnaraamatukogu";"Narva-Jõesuu linn, Ida-Viru maakond";"Kesk 3";"";"";"";"00000000";"";"";""
"75005498";"Narva-Jõesuu Linnavalitsus";"Narva-Jõesuu linn, Ida-Viru maakond";"Koidu 25";"";"";"";"00000000";"";"";"INFO@NARVA-JOESUU.EE"
"75037328";"Narva-Jõesuu Perekodu";"Narva-Jõesuu linn, Ida-Viru maakond";"Koidu 25";"00000000";"";"";"00000000";"00000000";"";"INFO@NARVA-JOESUU.EE"
"75005529";"Narva-Jõesuu lasteaed \"Karikakar\"";"Narva-Jõesuu linn, Ida-Viru maakond";"Karja 25";"";"";"";"00000000";"";"";""
"75026632";"Neeme Kool";"Neeme küla, Jõelähtme vald, Harju maakond";"";"";"";"";"00000000";"";"";"KOOL@NEEMEKOOL.EE"
"75024716";"Nina Rahvaraamatukogu";"Nina küla, Alatskivi vald, Tartu maakond";"";"";"";"";"00000000";"";"";""
"75010306";"Nissi Põhikool";"Riisipere alevik, Nissi vald, Harju maakond";"Nissi tee 33";"";"";"";"00000000";"";"";"KOOL@NISSIKOOL.EE"
"75039304";"Nissi Valla Kultuurikeskus";"Riisipere alevik, Nissi vald, Harju maakond";"Nissi tee 53c";"00000000";"";"";"00000000";"00000000";"";"KULTUURIKESKUS@NISSI.EE"
"75010298";"Nissi Vallavalitsus";"Riisipere alevik, Nissi vald, Harju maakond";"Nissi tee 53c";"";"";"";"00000000";"";"";"NISSI@NISSI.EE"
"70003891";"Noarootsi Gümnaasium";"Pürksi küla, Noarootsi vald, Lääne maakond";"";"";"";"";"00000000";"";"";"KOOL@NG.EDU.EE"
"75013569";"Noarootsi Kool";"Pürksi küla, Noarootsi vald, Lääne maakond";"maja nr 10";"";"";"";"00000000";"";"";"KOOL@NG.EDU.EE"
"75013552";"Noarootsi Lasteaed";"Pürksi küla, Noarootsi vald, Lääne maakond";"maja nr 6";"";"";"";"00000000";"";"";""
"75014681";"Noarootsi Raamatukogu";"Pürksi küla, Noarootsi vald, Lääne maakond";"maja nr 9";"";"";"";"00000000";"";"";"RK@NOAVV.EE"
"75013546";"Noarootsi Vallavalitsus";"Pürksi küla, Noarootsi vald, Lääne maakond";"";"";"";"";"00000000";"";"";"VV@NOAVV.EE"
"74000240";"Notarite Koda";"Tallinn, Harju maakond";"Tatari 25";"00000000";"";"";"00000000";"00000000";"";"KODA@NOTAR.EE"
"70001202";"Nurme Kool";"Päinurme küla, Koigi vald, Järva maakond";"";"";"";"";"00000000";"";"";"KOOL@PAINURME.EDU.EE"
"75001916";"Nursi Raamatukogu";"Nursi küla, Rõuge vald, Võru maakond";"";"";"";"";"00000000";"";"";""
"75008019";"Nõgiaru Raamatukogu";"Nõgiaru küla, Nõo vald, Tartu maakond";"Nõo 4";"";"";"";"00000000";"";"";""
"75007988";"Nõgiaru lasteaed";"Nõgiaru küla, Nõo vald, Tartu maakond";"Nõo 10";"";"";"";"00000000";"";"";"NOGIARULASTEAED@HOT.EE"
"75037955";"Nõlvaku Lasteaed";"Saue vald, Harju maakond";"Kaselaane tn 1/Vanasilla tn 31A";"00000000";"";"";"00000000";"00000000";"";"MERLE.PERM@SAUEVALD.EE"
"75016036";"Nõmme Kultuurikeskus";"Tallinn, Harju maakond";"Turu plats 2";"";"";"";"00000000";"";"";"POST@NOMMEKULTUUR.EE"
"75014882";"Nõmme Linnaosa Valitsus";"Tallinn, Harju maakond";"Vabaduse pst 77";"";"";"";"00000000";"";"";"NOMME@TALLINNLV.EE"
"75016154";"Nõmme Muusikakool";"Tallinn, Harju maakond";"Pärnu mnt 320";"";"";"";"00000000";"";"";"NMKOOL@HOT.EE"
"75016059";"Nõmme Sotsiaalmaja";"Tallinn, Harju maakond";"Pihlaka 12";"";"";"";"00000000";"";"";"SOTSMAJA@HOT.EE"
"75016028";"Nõmme Spordikeskus";"Tallinn, Harju maakond";"Külmallika 15a";"";"";"";"00000000";"";"";"SPORDI.KESKUS@MAIL.EE"
"75016042";"Nõmme Vaba Aja Keskus";"Tallinn, Harju maakond";"Sihi tn 26";"";"";"";"00000000";"";"";"SIHI@NOMMESOTS.EE"
"75007965";"Nõo Koduloomuuseum";"Nõo alevik, Nõo vald, Tartu maakond";"Voika 23";"";"";"";"00000000";"";"";"KAI.TOOM@MAIL.EE"
"75008031";"Nõo Kultuurimaja";"Nõo alevik, Nõo vald, Tartu maakond";"Voika 23";"";"";"";"00000000";"";"";""
"75008048";"Nõo Muusikakool";"Nõo alevik, Nõo vald, Tartu maakond";"Järve tn 2";"";"";"";"00000000";"";"";"MUUSIKA@HOT.EE"
"75008060";"Nõo Päevakeskus";"Nõo alevik, Nõo vald, Tartu maakond";"Tartu 20";"";"";"";"00000000";"";"";""
"75008054";"Nõo Põhikool";"Nõo alevik, Nõo vald, Tartu maakond";"Hariduse 3";"";"";"";"00000000";"";"";"KOOLIJUHT@NRG.TARTU.EE"
"75008025";"Nõo Raamatukogu";"Nõo alevik, Nõo vald, Tartu maakond";"Voika tn 23";"";"";"";"00000000";"";"";"HELLE@NVV.EE"
"70004258";"Nõo Reaalgümnaasium";"Nõo alevik, Nõo vald, Tartu maakond";"Hariduse 3";"";"";"";"00000000";"";"";"REINO@NRG.TARTU.EE"
"75008083";"Nõo Spordihoone";"Nõo alevik, Nõo vald, Tartu maakond";"Hariduse 3b";"";"";"";"00000000";"";"";"JAAK@NVV.EE"
"75007942";"Nõo Vallavalitsus";"Nõo alevik, Nõo vald, Tartu maakond";"Voika 23";"";"";"";"00000000";"";"";"VALD@NVV.EE"
"75007971";"Nõo lasteaed Krõll";"Nõo alevik, Nõo vald, Tartu maakond";"Kivi 6";"";"";"";"00000000";"";"";"MAIRE36@MAIL.EE"
"75007630";"Nõuni Külaraamatukogu";"Nõuni küla, Palupera vald, Valga maakond";"";"";"";"";"00000000";"";"";"NOUNIRAAMATUKOGU@HOT.EE"
"75007617";"Nõuni Maakultuurimaja";"Nõuni küla, Palupera vald, Valga maakond";"";"";"";"";"00000000";"";"";""
"75023065";"Nõva Kool";"Nõva küla, Nõva vald, Lääne maakond";"Nõva küla";"";"";"";"00000000";"";"";"NOVAKOOL@MAIL.EE"
"75023059";"Nõva Rahvaraamatukogu";"Nõva küla, Nõva vald, Lääne maakond";"";"";"";"";"00000000";"";"";""
"75023036";"Nõva Vallavalitsus";"Nõva küla, Nõva vald, Lääne maakond";"";"";"";"";"00000000";"";"";"NOVAVALD@NOVAVALD.EE"
"75039445";"Nõva valla Päevakeskus";"Nõva küla, Nõva vald, Lääne maakond";"Apteegi kinnistu";"00000000";"";"";"00000000";"00000000";"";""
"75034436";"Nöörimaa Tugikodu";"Võru linn, Võru maakond";"Räpina mnt 22";"00000000";"";"";"00000000";"00000000";"";"NOORIMAA@VORU.EE"
"75013405";"Obinitsa Lasteaed";"Obinitsa küla, Meremäe vald, Võru maakond";"";"";"";"";"00000000";"";"";""
"75038049";"Obinitsa Muuseum";"Meremäe vald, Võru maakond";"Obinitsa küla";"00000000";"";"";"00000000";"00000000";"";"OBINITSAMUUSEUM@SETOMAA.EE"
"75013397";"Obinitsa Raamatukogu";"Obinitsa küla, Meremäe vald, Võru maakond";"";"";"";"";"00000000";"";"";""
"75012363";"Oiu Raamatukogu";"Oiu küla, Kolga-Jaani vald, Viljandi maakond";"";"";"";"";"00000000";"";"";""
"75006078";"Olustvere Lasteaed Piilu";"Olustvere alevik, Suure-Jaani vald, Viljandi maakond";"Põllu 4";"";"";"";"00000000";"";"";""
"75006090";"Olustvere Põhikool";"Olustvere alevik, Suure-Jaani vald, Viljandi maakond";"Müüri 4";"";"";"";"00000000";"";"";"OPK@OLUSTVERE.EDU.EE"
"70002555";"Olustvere Teenindus- ja Maamajanduskool";"Olustvere alevik, Suure-Jaani vald, Viljandi maakond";"Müüri 4";"";"";"";"00000000";"";"";"KOOL@OLUSTVERE.EDU.EE"
"75027011";"Orava Kool";"Orava küla, Orava vald, Põlva maakond";"";"";"";"";"00000000";"";"";"KOOL@ORAVA.EE"
"75027057";"Orava Kultuurimaja";"Orava küla, Orava vald, Põlva maakond";"";"";"";"";"00000000";"";"";"KULTUUR@ORAVA.EE"
"75027034";"Orava Raamatukogu";"Orava küla, Orava vald, Põlva maakond";"";"";"";"";"00000000";"";"";"ORAV.RAAMAT@MAIL.EE"
"75027005";"Orava Vallavalitsus";"Orava küla, Orava vald, Põlva maakond";"";"";"";"";"00000000";"";"";"VALD@ORAVA.EE"
"75022918";"Orgita Lasteaed Midrimaa";"Orgita küla, Märjamaa vald, Rapla maakond";"";"";"";"";"00000000";"";"";"MIDRIMAA@NETI.EE"
"75038658";"Orissaare Avatud Noortekeskus";"Orissaare alevik, Orissaare vald, Saare maakond";"Kuivastu mnt 29";"00000000";"";"";"00000000";"00000000";"";"MARIAN.VAGA@ORISSAARE.EE"
"75020724";"Orissaare Gümnaasium";"Orissaare alevik, Orissaare vald, Saare maakond";"Kuivastu mnt 29";"";"";"";"00000000";"";"";"KOOL@ORIS.EDU.EE"
"75020747";"Orissaare Kultuurimaja";"Orissaare alevik, Orissaare vald, Saare maakond";"Kuivastu mnt 37";"";"";"";"00000000";"";"";""
"75020730";"Orissaare Lasteaed \"Päikesekiir\"";"Orissaare alevik, Orissaare vald, Saare maakond";"Kuivastu mnt 34 a";"";"";"";"00000000";"";"";""
"75020769";"Orissaare Muusikakool";"Orissaare alevik, Orissaare vald, Saare maakond";"Kaluri 2";"";"";"";"00000000";"";"";"OMK@HOT.EE"
"75020753";"Orissaare Raamatukogu";"Orissaare alevik, Orissaare vald, Saare maakond";"Kuivastu mnt 37";"";"";"";"00000000";"";"";"ORISSAARE.RAAMATUKOGU@MAIL.EE"
"75020718";"Orissaare Vallavalitsus";"Orissaare alevik, Orissaare vald, Saare maakond";"Kuivastu mnt 33";"";"";"";"00000000";"";"";"OVV@ORISSAARE.EE"
"75011725";"Oru Hooldekodu";"Linnamäe küla, Lääne-Nigula vald, Lääne maakond";"";"";"";"";"00000000";"";"";"ORU.HOOLDEKODU@LAANENIGULA.EE"
"75002838";"Oru Klubi";"Kohtla-Järve linn, Ida-Viru maakond";"Briketi 7";"";"";"";"00000000";"";"";"KJORUKLUBI@HOT.EE"
"75011748";"Oru Kool";"Linnamäe küla, Lääne-Nigula vald, Lääne maakond";"";"";"";"";"00000000";"";"";"KOOL@ORU.EDU.EE"
"75025489";"Oru Külakeskus";"Oru küla, Kose vald, Harju maakond";"";"";"";"";"00000000";"";"";"KASEREET@HOT.EE"
"75011607";"Oru Lasteaed \"Mesimumm\"";"Oru küla, Kose vald, Harju maakond";"";"";"";"";"00000000";"";"";"MESI1MUMM@HOT.EE"
"75011565";"Oru Põhikool";"Oru küla, Kose vald, Harju maakond";"";"";"";"";"00000000";"";"";"KOOL@ORUKOOL.EDU.EE"
"75003186";"Oskar Lutsu Palamuse Gümnaasium";"Palamuse alevik, Palamuse vald, Jõgeva maakond";"Kooli 2";"";"";"";"00000000";"";"";"KOOL@PALAM.EDU.EE"
"75001282";"Osula Põhikool";"Osula küla, Sõmerpalu vald, Võru maakond";"";"";"";"";"00000000";"";"";"OSULAPK@OSULA.EDU.EE"
"75001313";"Osula Raamatukogu";"Osula küla, Sõmerpalu vald, Võru maakond";"";"";"";"";"00000000";"";"";"YLLE.ERMEL@GMAIL.COM"
"75038339";"Otepää Avatud Noortekeskus";"Otepää v-linn, Otepää vald, Valga maakond";"Lipuväljak 13";"00000000";"";"";"00000000";"00000000";"";"JANA.ROHUMETS@OTEPAA.EE"
"75027382";"Otepää Gümnaasium";"Otepää v-linn, Otepää vald, Valga maakond";"Koolitare 5";"";"";"";"00000000";"";"";"KOOL@NUUSTAKU.EDU.EE"
"75027658";"Otepää Kultuurikeskus";"Otepää v-linn, Otepää vald, Valga maakond";"Virulombi 2";"";"";"";"00000000";"";"";""
"75037742";"Otepää Lasteaed";"Otepää v-linn, Otepää vald, Valga maakond";"Pühajärve tee 22";"00000000";"";"";"00000000";"00000000";"";"MARJU.ILISTOM@OTEPÄÄ.EE"
"75027502";"Otepää Linnaraamatukogu";"Otepää v-linn, Otepää vald, Valga maakond";"Lipuväljak 13";"";"";"";"00000000";"";"";"KAIDO.MAGI@OTEPAA.EE"
"75027672";"Otepää Muusikakool";"Otepää v-linn, Otepää vald, Valga maakond";"Virulombi 15";"";"";"";"00000000";"";"";""
"75001566";"Otepää Vallavalitsus";"Otepää v-linn, Otepää vald, Valga maakond";"Lipuväljak 13";"";"";"";"00000000";"";"";"VALD@OTEPAA.EE"
"75002494";"PAIde Lasteaed";"Paide linn, Järva maakond";"Kastani 6";"";"";"";"00000000";"";"";"JUHATAJA@PAILASTEAED.EE"
"75015338";"Paala Rahvamaja";"Reegoldi küla, Suure-Jaani vald, Viljandi maakond";"";"";"";"";"00000000";"";"";""
"75020181";"Padise Põhikool";"Padise küla, Padise vald, Harju maakond";"";"";"";"";"00000000";"";"";"DIREKTOR@PADISE.EDU.EE"
"75020196";"Padise Raamatukogu";"Padise küla, Padise vald, Harju maakond";"";"";"";"";"00000000";"";"";""
"75020204";"Padise Rahvamaja";"Padise küla, Padise vald, Harju maakond";"";"";"";"";"00000000";"";"";""
"75024254";"Padise Valla Lasteaed";"Padise küla, Padise vald, Harju maakond";"";"";"";"";"00000000";"";"";"LASTEAED@PADISE.EE"
"75020167";"Padise Vallavalitsus";"Padise küla, Padise vald, Harju maakond";"";"";"";"";"00000000";"";"";"PADISE@PADISE.EE"
"75034471";"Paide Avatud Noortekeskus";"Paide linn, Järva maakond";"Lai tn 33";"00000000";"";"";"00000000";"00000000";"";"PANK@PAIDE.EE"
"75002459";"Paide Gümnaasium";"Paide linn, Järva maakond";"Aiavilja 3";"";"";"";"00000000";"";"";"KOOL@PAIDEGYMN.EE"
"75002502";"Paide Huvikeskus";"Paide linn, Järva maakond";"Lai 33";"";"";"";"00000000";"";"";"PAIDE.HUVIKESKUS@PAIDE.EE"
"75002519";"Paide Kultuurikeskus";"Paide linn, Järva maakond";"Pärnu tn 18";"";"";"";"00000000";"";"";"PAIDE.KULTUURIKESKUS@PAIDE.EE"
"75002436";"Paide Linnavalitsus";"Paide linn, Järva maakond";"Keskväljak 14";"";"";"";"00000000";"";"";"PAIDE@PAIDE.EE"
"75002525";"Paide Muusikakool";"Paide linn, Järva maakond";"Tallinna 8";"";"";"";"00000000";"";"";"PAIDE.MUUSIKAKOOL@PAIDE.EE"
"75002488";"Paide Sookure Lasteaed";"Paide linn, Järva maakond";"Soo 16";"";"";"";"00000000";"";"";"DIREKTOR@SOOKURE.EDU.EE"
"75036139";"Paide Sotsiaaltöökeskus";"Paide linn, Järva maakond";"Aiavilja tänav 13";"00000000";"";"";"00000000";"00000000";"";"SOTSIAALTOOKESKUS@PAIDE.EE"
"75002548";"Paide Täiskasvanute Keskkool";"Paide linn, Järva maakond";"Lai 33";"";"";"";"00000000";"";"";"PAIDETK@HOT.EE"
"75037340";"Paide Valla Lasteaed-Kool";"Tarbja küla, Paide vald, Järva maakond";"Kooli tee 1";"00000000";"";"";"00000000";"00000000";"";"INFO@PAIDEVALLAKOOL.EDU.EE"
"75005819";"Paide Vallavalitsus";"Paide linn, Järva maakond";"Pärnu tn 3";"";"";"";"00000000";"";"";"PAIDE@PAIDEVALD.EE"
"75031627";"Paide valla noortekeskus";"Tarbja küla, Paide vald, Järva maakond";"Kooli 1";"00000000";"";"";"00000000";"00000000";"";"TARBJANK@HOT.EE"
"75002465";"Paide Üœhisgümnaasium";"Paide linn, Järva maakond";"Kooli 1";"";"";"";"00000000";"";"";"KOOL@PAIDEYG.EE"
"75035022";"Paikuse Huvikool";"Paikuse alev, Paikuse vald, Pärnu maakond";"Paide mnt 19";"00000000";"";"";"00000000";"00000000";"";"MONIKA.VAHER@PAIKUSE.EE"
"75001075";"Paikuse Lasteaed Mesimumm";"Paikuse alev, Paikuse vald, Pärnu maakond";"Kastani väikekoht 10";"";"";"";"00000000";"";"";"JUHATAJA@PAIKUSEMESIMUMM.EE"
"75001112";"Paikuse Päevakeskus";"Paikuse alev, Paikuse vald, Pärnu maakond";"Tiigi tn 2";"";"";"";"00000000";"";"";"KERLI.SIBRITS@PAIKUSE.EE"
"75001081";"Paikuse Põhikool";"Paikuse alev, Paikuse vald, Pärnu maakond";"Paide mnt 19";"";"";"";"00000000";"";"";"PPK@PAIKUSE.EE"
"75001106";"Paikuse Raamatukogu";"Paikuse alev, Paikuse vald, Pärnu maakond";"Paide mnt 19";"";"";"";"00000000";"";"";"GERLI.LEHEMETS@PAIKUSE.EE"
"75001069";"Paikuse Spordikeskus";"Paikuse alev, Paikuse vald, Pärnu maakond";"Paide mnt 19";"";"";"";"00000000";"";"";"ROLAND.SIMANIS@PAIKUSE.EE"
"75001052";"Paikuse Vallavalitsus";"Paikuse alev, Paikuse vald, Pärnu maakond";"Pärnade pst 11";"";"";"";"00000000";"";"";"INFO@PAIKUSE.EE"
"75009326";"Paistu Kool";"Sultsi küla, Viljandi vald, Viljandi maakond";"";"";"";"";"00000000";"";"";"KOOL@PAISTU.VIL.EE"
"75009315";"Paistu Raamatukogu";"Paistu küla, Viljandi vald, Viljandi maakond";"Paistu side";"";"";"";"00000000";"";"";""
"75009303";"Paistu Rahvamaja";"Paistu küla, Viljandi vald, Viljandi maakond";"Paistu postkontor";"";"";"";"00000000";"";"";"KULTUURIJUHT@HOT.EE"
"75038196";"Paistu Valla Sotsiaalkeskus";"Paistu küla, Viljandi vald, Viljandi maakond";"Raamatukogu tee 2a";"00000000";"";"";"00000000";"00000000";"";"PAISTU@PAISTU.EE"
"75012570";"Pajusi Raamatukogu";"Pisisaare küla, Pajusi vald, Jõgeva maakond";"Kase põik 7-14";"";"";"";"00000000";"";"";"PAJUSIRAAMAT@HOT.EE"
"75012558";"Pajusi Rahvamaja";"Pajusi küla, Pajusi vald, Jõgeva maakond";"";"";"";"";"00000000";"";"";""
"75012529";"Pajusi Vallavalitsus";"Kalana küla, Pajusi vald, Jõgeva maakond";"Vallamaja";"";"";"";"00000000";"";"";"INFO@PAJUSI.EE"
"75008924";"Pajusti Klubi";"Pajusti alevik, Vinni vald, Lääne-Viru maakond";"Tartu mnt 11";"";"";"";"00000000";"";"";"PAJUSTIKLUBI@HOT.EE"
"75008812";"Pajusti Lasteaed \"Tõrutõnn\"";"Pajusti alevik, Vinni vald, Lääne-Viru maakond";"Tartu mnt 9";"";"";"";"00000000";"";"";""
"75014793";"Pala Kultuurimaja";"Pala küla, Pala vald, Jõgeva maakond";"";"";"";"";"00000000";"";"";"MARGIT@PALA.EE"
"75014801";"Pala Raamatukogu";"Pala küla, Pala vald, Jõgeva maakond";"";"";"";"";"00000000";"";"";"ANU@PALA.EE"
"75014770";"Pala Vallavalitsus";"Pala küla, Pala vald, Jõgeva maakond";"";"";"";"";"00000000";"";"";"INFO@PALA.EE"
"75019922";"Palade Lasteaed";"Palade küla, Pühalepa vald, Hiiu maakond";"";"";"";"";"00000000";"";"";""
"75037392";"Palade Loodushariduskeskus";"Palade küla, Pühalepa vald, Hiiu maakond";"";"00000000";"";"";"00000000";"00000000";"";"KARIN@PALADE.EDU.EE"
"75020641";"Palade Põhikool";"Palade küla, Pühalepa vald, Hiiu maakond";"";"";"";"";"00000000";"";"";"ULVI@PALADE.EDU.EE"
"75019885";"Palade Rahvaraamatukogu";"Palade küla, Pühalepa vald, Hiiu maakond";"";"";"";"";"00000000";"";"";""
"70004137";"Palamuse O.Lutsu Kihelkonnakoolimuuseum";"Palamuse alevik, Palamuse vald, Jõgeva maakond";"Köstri allee 3";"";"";"";"00000000";"";"";"INFO@PALMUSEUM.EE"
"75003217";"Palamuse Raamatukogu";"Palamuse alevik, Palamuse vald, Jõgeva maakond";"Uus 2";"";"";"";"00000000";"";"";""
"75003236";"Palamuse Rahvamaja";"Palamuse alevik, Palamuse vald, Jõgeva maakond";"Köstri allee 1";"";"";"";"00000000";"";"";"RAHVAMAJA@PALAMUSE.EE"
"75003140";"Palamuse Vallavalitsus";"Palamuse alevik, Palamuse vald, Jõgeva maakond";"Kooli 4";"";"";"";"00000000";"";"";"VALD@PALAMUSE.EE"
"75003192";"Palamuse Vallavara";"Palamuse alevik, Palamuse vald, Jõgeva maakond";"Kooli 4";"";"";"";"00000000";"";"";"ENN@PALAMUSE.EE"
"75003157";"Palamuse valla lasteaed \"Nukitsamees\"";"Palamuse alevik, Palamuse vald, Jõgeva maakond";"Suur 6";"";"";"";"00000000";"";"";"LASTEAED@PALAMUSE.EE"
"75021190";"Paldiski Huvikeskus";"Paldiski linn, Harju maakond";"Rae 38";"";"";"";"00000000";"";"";"HUVIKESKUS@PALDISKI.EE"
"75021155";"Paldiski Lasteaed \"Naerulind\"";"Paldiski linn, Harju maakond";"Rae 34";"";"";"";"00000000";"";"";"NAERULIND@PALDISKI.EE"
