"Asutuse.registrikood";"Asutuse.täisnimi";"Maakond..linn.vald..küla";"Tänav.maja";"Arhiv..kp";"Lõp.akt.nimi";"Lõpet..nr";"Lõpetamise.akti.kuupäev";"Lõpet.kp";"Arhiivis";"E.mail";"asut_liik";"maakond";"postikood";"telefon";"faks";"tegevuala_kood";"tegevusala";"Moodust_akti_nr";"Moodust_akti_kuupäev";"Asutamise_kuupäev";"Põhimääruse_akti_nr.";"Põhimääruse_kinnitamise_kuupäev.";"Kande_kuupäev";"Ettevõtte_registri_kood";"Kõrgemalseisva_asutuse_number";"Põhimääruse_akti_nr";"Põhimääruse_kinnitamise_kuupäev";"Moodustamisakt";"Põhimääruse_akt";"Tegevusala_kirjeldus"
"75024357";"Narva Pähklimäe Gümnaasium";"Narva linn, Ida-Viru maakond";"Pähklimäe 3";"";"";"";"00000000";"";"";"MAIL@PAHKLIMAE.EDU.EE";"
Linna ametiasutuse hallatav asutus";"44 ";"20605 ";"356 9820 ";" ";"85313 ";"Gümnaasiumide tegevus ";"60/10 ";"20.04.1994 ";"01.09.1994 ";"17 ";"27.04.2000 ";"06.02.2001 ";"15008881 ";"75024260 ";"39 ";"13.11.2013 ";"Narva Linnavolikogu otsus ";"Narva Linnavalitsuse määrus \"Narva Pähklimäe Gümnaasiumi põhimäärus\" ";"Põhi- ja üldkeskhariduse andmine."
"75026690";"Narva Soldino Gümnaasium";"Narva linn, Ida-Viru maakond";"Tallinna mnt 40";"";"";"";"00000000";"";"";"SEKRETAR@SOLDINO.EDU.EE";"
Linna ametiasutuse hallatav asutus";"44 ";"21006 ";"356 9560 ";"356 3080 ";"85313 ";"Gümnaasiumide tegevus ";"1204-K ";"09.09.1998 ";"09.09.1998 ";"17 ";"27.04.2000 ";"15.03.2001 ";"15008906 ";"75024260 ";"1696 ";"29.12.2010 ";"Narva Linnavalitsuse korraldus \"Soldino Kooli ümbernimetamine\" ";"Narva Linnavalitsuse määrus \"Narva Soldino Gümnaasiumi põhimäärus\" ";"Põhi- ja keskhariduse omandamise võimaldamine."
"75038078";"Narva Sotsiaaltöökeskus";"Narva linn, Ida-Viru maakond";"Linda 4";"00000000";"";"";"00000000";"00000000";"";"SOTSIAALABIAMET@NARVA.EE";"
Linna ametiasutuse hallatav asutus";"44 ";"20309 ";"3569600 ";" ";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus ";"76 ";"21.06.2012 ";"01.07.2012 ";"17 ";"27.04.2000 ";"07.08.2012 ";" ";"75009148 ";"27 ";"10.09.2014 ";"Narva Linnavolikogu otsus \"Linna ametiasutuse hallatava asutuse Narva Hooldekodu asutamine\" ";"Narva Linnavalitsuse määrus \"Narva Sotsiaaltöökeskuse põhimäärus\" ";"Sotsiaalteenuste osutamine Narva linnas, linnaelanike toimetuleku igakülgne toetamine ning toimetulekuraskuste ennetamiseks, kõrvaldamiseks või kergendamiseks abi osutamine ja sotsiaalsete erivajadustega isikute sotsiaalsele turvalisusele, arengule ja ühiskonnas kohanemisele kaasaaitamine."
"75037334";"Narva Spordikeskus";"Narva linn, Ida-Viru maakond";"Rakvere 22d";"00000000";"";"";"00000000";"00000000";"";"KULTUUR@NARVA.EE";"
Linna ametiasutuse hallatav asutus";"44 ";"20305 ";"3599120 ";"3599199 ";"93111 ";"Spordirajatiste käitus ";"47 ";"07.04.2011 ";"01.07.2011 ";"17 ";"27.04.2000 ";"01.07.2011 ";" ";"75024260 ";"356 ";"14.04.2011 ";"Narva Linnavolikogu otsus \"Linna asutuse \"Narva Spordikeskus\" asutamine\" ";"Narva Linnavalitsuse määrus \"Narva Spordikeskuse põhimäärus\" ";"Narva linna elanikele mitmekülgsete sportimisvõimaluste loomineja sporditeenuste osutamine, spordi- ja kultuuriürituste korraldamine ja kaasaaitamine ürituste korraldamiseks ning spordikeskuse vara haldamine ja kasutamine."
"75009177";"Narva Spordikool Energia";"Narva linn, Ida-Viru maakond";"Võidu 4";"";"";"";"00000000";"";"";"";"
Linna ametiasutuse hallatav asutus";"44 ";"20106 ";"356 6181 ";" ";"85511 ";"Spordikoolid ";"1199-K ";"31.08.1998 ";"31.08.1998 ";"17 ";"27.04.2000 ";"14.11.2000 ";"15111231 ";"75024260 ";"329 ";"19.03.2008 ";"Narva Linnavalitsuse korraldus \"Narva Linnavalitsuse Spordikooli ENERGIA ümbernimetamine ja põhikirja muutmine\" ";"Narva Linnavalitsuse määrus \"Narva Spordikooli Energia põhimääruse kinnitamine\" ";"Anda huviharidust spordi valdkonnas ja tagada isiksuse mitmekülgne areng läbi sportlike oskuste ja teadmiste õpetamise."
"75024292";"Narva Täiskasvanute Kool";"Narva linn, Ida-Viru maakond";"Paul Kerese 22";"";"";"";"00000000";"";"";"NARVATK@GMAIL.COM";"
Linna ametiasutuse hallatav asutus";"44 ";"21008 ";"359 2659 ";" ";"85313 ";"Gümnaasiumide tegevus ";"824-K ";"05.06.1996 ";"05.06.1996 ";"17 ";"27.04.2000 ";"17.01.2001 ";"15008757 ";"75024260 ";"46 ";"20.12.2013 ";"Narva Linnavalitsuse korraldus \"Narva Õhtukeskkooli põhikirja kinnitamine\" ";"Narva Linnavalitsuse määrus \"Narva Täiskasvanute Kooli põhimäärus\" ";"Kool on ühe asutusena tegutsev põhikool ja gümnaasium."
"70006027";"Narva Vanalinna Riigikool";"Narva linn, Ida-Viru maakond";"Kraavi 2";"";"";"";"00000000";"";"";"SEKRETAR@NVRK.EDU.EE; DIREKTOR@NVRK.EDU.EE";"
Valitsusasutuse hallatav riigiasutus";"44 ";"20307 ";"35 72556 ";"357 2557 ";"85313 ";"Gümnaasiumide tegevus ";"21 ";"30.06.2000 ";"01.08.2000 ";"17 ";"27.04.2000 ";"07.12.2000 ";" ";"70000740 ";"31 ";"28.06.2011 ";"Haridusministri määrus \"Narva Vanalinna Riigikooli moodustamine\" ";"Haridus- ja teadusministri määrus \"Narva Vanalinna Riigikooli põhimäärus\" ";"Loob tingimused koolikohustuse täitmiseks ning põhi- ja üldkeskhariduse omandamiseks"
"75005541";"Narva-Jõesuu Keskkool";"Narva-Jõesuu linn, Ida-Viru maakond";"J.Poska 36";"";"";"";"00000000";"";"";"NJKOOL.SEPP@MAIL.EE";"
Linna ametiasutuse hallatav asutus";"44 ";"29022 ";"035 78 245 ";"035 77 364 ";"85313 ";"Gümnaasiumide tegevus ";"208/1 ";"19.05.1997 ";"19.05.1997 ";"17 ";"27.04.2000 ";"10.07.2000 ";"15012871 ";"75005498 ";"300 ";"04.08.1997 ";"Narva-Jõesuu Linnavalitsuse korraldus \"Narva-Jõesuu Kooli nimetuse muutmine\" ";"Narva-Jõesuu Linnavalitsuse korraldus \"Narva-Jõesuu Kooli põhikirja muutmine\" ";"Narva-Jõesuu linnaelanikele põhi- ja keskhariduse andmine"
"75005558";"Narva-Jõesuu Koduloomuuseum";"Narva-Jõesuu linn, Ida-Viru maakond";"Nurme 38";"";"";"";"00000000";"";"";"";"
Linna ametiasutuse hallatav asutus";"44 ";"29021 ";"35 77 312 ";" ";"91021 ";"Muuseumide tegevus ";"33 ";"13.04.2000 ";"13.04.2000 ";"17 ";"27.04.2000 ";"10.07.2000 ";" ";"75005498 ";"33 ";"13.04.2000 ";"Narva-Jõesuu Linnavolikogu otsus \"Narva-Jõesuu Koduloomuuseumi asutamine ja põhimääruse kinnitamine\" ";"Narva-Jõesuu Linnavolikogu otsus \"Narva-Jõesuu Koduloomuuseumi asutamine ja põhimääruse kinnitamine\" ";"Kogub, uurib ja süstematiseerib Narva-Jõesuu ajalugu, inimtegevust (kultuuri, majandust, turismi, eluolu jm. valdkondi), Narva-Jõesuu arhitektuuriväärtusi, loodust, kultuurilis-ajaloolise väärtusega esemeid ja dokumente, Narva-Jõesuu kohta käivat kirjandust ja ajakirjandust, muud koduloolist materjali"
"75005512";"Narva-Jõesuu Kultuurikeskus";"Narva-Jõesuu linn, Ida-Viru maakond";"Metsa 7";"";"";"";"00000000";"";"";"";"
Linna ametiasutuse hallatav asutus";"44 ";"29022 ";"35 77 050 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"371 ";"25.08.1998 ";"25.08.1998 ";"17 ";"27.04.2000 ";"10.07.2000 ";"15010168 ";"75005498 ";"10 ";"05.02.1998 ";"Narva-Jõesuu Linnavalitsuse korraldus \"Narva-Jõesuu Haridus- ja Kultuuriameti ümberkujundamine\" ";"Narva-Jõesuu Linnavolikogu otsus ";"Linna kultuurisituatsiooni analüüsimine, oluliste probleemide väljaselgitamine ja ettepanekute tegemine nende lahendamiseks. Linna traditsioonide väljakujundamiseks kultuuriprojektide algatamine, nende toetamiseks initsiatiivgruppide leidmine, kultuuriüritustele riikliku ning kohaliku toetuse taotlemine. Kultuuriürituste läbiviimine"
"75005506";"Narva-Jõesuu Laste Muusika- ja Kunstikool";"Narva-Jõesuu linn, Ida-Viru maakond";"Kesk tn 3";"";"";"";"00000000";"";"";"NJMK@HOT.EE";"
Linna ametiasutuse hallatav asutus";"44 ";"29023 ";"35 77 084 ";" ";"85521 ";"Muusika- ja kunstikoolitus ";"102 ";"24.04.1996 ";"24.04.1996 ";"17 ";"27.04.2000 ";"10.07.2000 ";"15013445 ";"75005498 ";"58 ";"28.09.2011 ";"Narva-Jõesuu Linnavalitsuse korraldus \"Narva-Jõesuu Laste Muusika- ja Kunstikooli põhikirja kinnitamine\" ";"Narva-Jõesuu Linnavolikogu määrus \"Narva-Jõesuu laste muusika- ja kunstikooli  põhimäärus, uue redaktsiooni kinnitamine\" ";"Muusika- ja kunstihariduse andmine"
"75005535";"Narva-Jõesuu Linnaraamatukogu";"Narva-Jõesuu linn, Ida-Viru maakond";"Kesk 3";"";"";"";"00000000";"";"";"";"
Linna ametiasutuse hallatav asutus";"44 ";"29023 ";"035 77 072 ";" ";"91011 ";"Raamatukogude tegevus ";"26 ";"08.06.2000 ";"08.06.2000 ";"17 ";"27.04.2000 ";"10.07.2000 ";" ";"75005498 ";"26 ";"08.06.2000 ";"Narva-Jõesuu Linnavolikogu määrus \"Narva-Jõesuu Linnaraamatukogu asutamine ja põhimääruse kinnitamine\" ";"Narva-Jõesuu Linnavolikogu määrus \"Narva-Jõesuu Linnaraamatukogu asutamine ja põhimääruse kinnitamine\" ";"Raamatukogu kogu komplekteerimine ja töötlus, kataloogide koostamine, töö arvestuse, töö aruandluse ja töö analüüsi organiseerimine, teatme-bibliograafilise töö organiseerimine"
"75005498";"Narva-Jõesuu Linnavalitsus";"Narva-Jõesuu linn, Ida-Viru maakond";"Koidu 25";"";"";"";"00000000";"";"";"INFO@NARVA-JOESUU.EE";"
Linna ametiasutus";"44 ";"29023 ";"359 9599 ";"359 9590 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";"448-XII ";"06.12.1990 ";"06.12.1990 ";"17 ";"27.04.2000 ";"10.07.2000 ";"15010412 ";" ";"11 ";"17.03.2000 ";"Eesti Vabariigi Üœlemnõukogu Presiidiumi seadlus \"Narva linna Narva-Jõesuu alevi omavalitsusliku staatuse kinnitamise kohta\" ";"Narva-Jõesuu Linnavalitsuse määrus \"Narva-Jõesuu linna põhimääruse uue redaktsiooni kinnitamine\" ";"Korraldab ja lahendab kohaliku elu küsimusi, mis on talle pandud seadusega, linna põhimäärusega ja muude volikogu õigusaktidega"
"75037328";"Narva-Jõesuu Perekodu";"Narva-Jõesuu linn, Ida-Viru maakond";"Koidu 25";"00000000";"";"";"00000000";"00000000";"";"INFO@NARVA-JOESUU.EE";"
Linna ametiasutuse hallatav asutus";"44 ";"29023 ";"3599599 ";"3599590 ";"87901 ";"Asenduskoduteenust osutavate hoolekandeasutuste tegevus ";"49 ";"25.05.2011 ";"30.05.2011 ";"17 ";"27.04.2000 ";"29.06.2011 ";" ";"75005498 ";"49 ";"25.05.2011 ";"Narva-Jõesuu Linnavolikogu määrus \"Narva-Jõesuu linna Perekodu asutamine\" ";"Narva-Jõesuu Linnavolikogu määrus \"Narva-Jõesuu Perekodu põhimäärus\" ";"Hoolekandeasutus"
"75005529";"Narva-Jõesuu lasteaed \"Karikakar\"";"Narva-Jõesuu linn, Ida-Viru maakond";"Karja 25";"";"";"";"00000000";"";"";"";"
Linna ametiasutuse hallatav asutus";"44 ";"29022 ";"35 77 224 ";" ";"85102 ";"Lasteaedade tegevus ";"7 ";"08.12.1993 ";"08.12.1993 ";"17 ";"27.04.2000 ";"10.07.2000 ";"15012919 ";"75005498 ";"25 ";"08.06.2000 ";"Narva-Jõesuu Linnavalitsuse korraldus \"Lasteaia \"Karikakar\" registreerimine\" ";"Narva-Jõesuu Linnavolikogu määrus \"Narva-Jõesuu lasteaia \"Karikakar\" põhimääruse kinnitamine\" ";"Eelkooliealiste laste kasvatus- ja õppetöö"
"75026632";"Neeme Kool";"Neeme küla, Jõelähtme vald, Harju maakond";"";"";"";"";"00000000";"";"";"KOOL@NEEMEKOOL.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"74226 ";"6083740 ";" ";"85312 ";"Põhikoolide tegevus ";"62-K ";"23.08.1991 ";"23.08.1991 ";"17 ";"27.04.2000 ";"15.09.2011 ";" ";"75025973 ";"61 ";"25.08.2011 ";"Harjumaa Haridusosakonna juhataja käskkiri \"Muudatused Harjumaa koolivõrgus 1991/92. õppeaastal\" ";"Jõelähtme Vallavolikogu määrus \"Neeme Kooli põhimäärus\" ";"Põhihariduse andmine I-II kooliastmes"
"75024716";"Nina Rahvaraamatukogu";"Nina küla, Alatskivi vald, Tartu maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"78 ";"60212 ";"735 3569 ";" ";"91011 ";"Raamatukogude tegevus ";"369 ";"30.11.1990 ";"01.01.1991 ";"17 ";"27.04.2000 ";"23.01.2001 ";"64006738 ";"75006233 ";"29 ";"20.12.2000 ";"Tartu Maakonnavalitsuse määrus \"Haldusreformi läbiviimine Tartu maakonnas\" ";"Alatskivi Vallavolikogu määrus \"Alatskivi valla Nina Rahvaraamatukogu põhimääruse kinnitamine\" ";"Kogub, komplekteerib, säilitab ja teeb lugejatele kättesaadavaks temale vajalikud trükised ning avalikud andmebaasid"
"75010306";"Nissi Põhikool";"Riisipere alevik, Nissi vald, Harju maakond";"Nissi tee 33";"";"";"";"00000000";"";"";"KOOL@NISSIKOOL.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"76202 ";"608 7134 ";"608 7394 ";"85312 ";"Põhikoolide tegevus ";" ";"29.12.1990 ";"01.01.1991 ";"17 ";"27.04.2000 ";"25.09.2000 ";"71006035 ";"75010298 ";"24 ";"09.12.2010 ";"Nissi Küla Rahvasaadikute Nõukogu otsus \"Nissi külanõukogu territooriumil asuvate haridusasutuste ületoomisest Nissi külanõukogu alluvusse\" ";"Nissi Vallavolikogu määrus \"Nissi Põhikooli põhimäärus\" ";"Üœhtluskool, mis võimaldab põhihariduse omandamist ning koolikohustuste täitmist."
"75039304";"Nissi Valla Kultuurikeskus";"Riisipere alevik, Nissi vald, Harju maakond";"Nissi tee 53c";"00000000";"";"";"00000000";"00000000";"";"KULTUURIKESKUS@NISSI.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"76202 ";"608 7276 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";"21 ";"23.04.2015 ";"01.09.2015 ";"17 ";"27.04.2000 ";"01.09.2015 ";" ";"75010298 ";"10 ";"18.06.2015 ";"Nissi Vallavolikogu otsus \"Riisipere Kultuurimaja ja Turba Kultuurimaja ümberkorraldamine\" ";"Nissi Vallavolikogu määrus \"Nissi Valla Kultuurikeskuse põhimäärus\" ";"kultuurikeskused ja rahvamajad"
"75010298";"Nissi Vallavalitsus";"Riisipere alevik, Nissi vald, Harju maakond";"Nissi tee 53c";"";"";"";"00000000";"";"";"NISSI@NISSI.EE";"
Valla ametiasutus";"37 ";"76202 ";"608 7231 ";" ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"21.05.1992 ";"21.05.1992 ";"17 ";"27.04.2000 ";"25.09.2000 ";"71011295 ";" ";"5 ";"19.06.2014 ";"Eesti Vabariigi Üœlemnõukogu Presiidiumi seadlus ";"Nissi Vallavolikogu määrus \"Nissi valla põhimäärus\" ";"Viib praktilise tegevusega ellu õigusaktidega vallale pandud ning vallavolikogu määrustes ja otsustes seatud ülesandeid."
"70003891";"Noarootsi Gümnaasium";"Pürksi küla, Noarootsi vald, Lääne maakond";"";"";"";"";"00000000";"";"";"KOOL@NG.EDU.EE";"
Valitsusasutuse hallatav riigiasutus";"57 ";"91201 ";"474 1217 ";"474 1126 ";"85313 ";"Gümnaasiumide tegevus ";"60 ";"18.04.1990 ";"01.09.1990 ";"17 ";"27.04.2000 ";"22.01.1999 ";" ";"70000740 ";"54 ";"30.09.2011 ";"Lääne Maakonna Valitsuse määrus \"Koolivõrgu muudatused 1990/91 õppeaastal\" ";"Haridus- ja teadusministri määrus \"Noarootsi Gümnaasiumi põhimäärus\" ";"Üœldkeskhariduse võimaldamine õpilastele üle kogu Eesti"
"75013569";"Noarootsi Kool";"Pürksi küla, Noarootsi vald, Lääne maakond";"maja nr 10";"";"";"";"00000000";"";"";"KOOL@NG.EDU.EE";"
Valla ametiasutuse hallatav asutus";"57 ";"91201 ";"47 41 217 ";"47 41 126 ";"85312 ";"Põhikoolide tegevus ";"38 ";"18.08.1994 ";"18.08.1994 ";"17 ";"27.04.2000 ";"27.04.2001 ";"69020884 ";"75013546 ";"22 ";"09.02.2001 ";"Noarootsi Vallavalitsuse määrus \"Noarootsi Gümnaasiumi reorganiseerimisest\" ";"Noarootsi Vallavolikogu määrus \"Noarootsi Kooli põhimääruse kinnitamine\" ";"Loob õpilastele võimaluse põhihariduse omandamiseks ning koolikohutuse täitmiseks."
"75013552";"Noarootsi Lasteaed";"Pürksi küla, Noarootsi vald, Lääne maakond";"maja nr 6";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"57 ";"91201 ";"047 41 163 ";" ";"85102 ";"Lasteaedade tegevus ";"06/020-09 ";"17.03.1992 ";"02.12.1992 ";"17 ";"27.04.2000 ";"27.04.2001 ";"69001906 ";"75013546 ";"7 ";"18.02.2000 ";"Riigivara munitsipaalomandusse üleandmise akt ";"Noarootsi Vallavolikogu määrus \"Noarootsi Lasteaia põhimääruse kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu, igakülgset arendamist, alushariduse omandamist ja koolivalmiduse kujundamist"
"75014681";"Noarootsi Raamatukogu";"Pürksi küla, Noarootsi vald, Lääne maakond";"maja nr 9";"";"";"";"00000000";"";"";"RK@NOAVV.EE";"
Valla ametiasutuse hallatav asutus";"57 ";"91201 ";"47 41 245 ";" ";"91011 ";"Raamatukogude tegevus ";"06/024-09 ";"17.03.1992 ";"17.03.1992 ";"17 ";"27.04.2000 ";"27.04.2001 ";" ";"75013546 ";"19 ";"08.12.2000 ";"Riigivara munitsipaalomandusse üleandmise akt ";"Noarootsi Vallavolikogu määrus \"Noarootsi valla raamatukogude põhimääruse kinnitamine\" ";"Tagada elanikele vaba ja piiramatu juurdepääs informatsioonile, teadmistele ning kultuurile, toetada elukestvat õppimist ja enesetäiendamist"
"75013546";"Noarootsi Vallavalitsus";"Pürksi küla, Noarootsi vald, Lääne maakond";"";"";"";"";"00000000";"";"";"VV@NOAVV.EE";"
Valla ametiasutus";"57 ";"91201 ";"047 41 122 ";"047 41 112 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"11.04.1991 ";"11.04.1991 ";"17 ";"27.04.2000 ";"20.12.2000 ";"69003963 ";" ";"6 ";"18.02.2000 ";"Eesti Vabariigi Üœlemnõukogu Presiidiumi seadlus \"Lääne maakonna Noarootsi valla omavalitsusliku staatuse kinnitamise kohta\" ";"Noarootsi Vallavolikogu määrus \"Noarootsi valla põhimääruse uue redaktsiooni kinnitamine\" ";"Viib praktilise tegevusega ellu õigusaktides vallale kui omavalitsuslikule üksusele pandud ning vallavolikogu määrustes ja otsustes sätestatud ülesandeid"
"74000240";"Notarite Koda";"Tallinn, Harju maakond";"Tatari 25";"00000000";"";"";"00000000";"00000000";"";"KODA@NOTAR.EE";"
Avalik-õiguslik juriidiline isik";"37 ";"10116 ";"617 7900 ";"617 7901 ";"94201 ";"Ametiühingute tegevus ";" ";"17.06.1993 ";"01.11.1993 ";"17 ";"27.04.2000 ";"19.09.2002 ";"01269833 ";" ";"44 ";"04.06.2003 ";"Notariaadiseadus ";"Justiitsministri määrus \"Notarite Koja põhikirja kinnitamine\" ";"Notarite kohusetundliku ja laitmatu ametipidamise, kutse-eetika järgimise ja väärika käitumise üle valvamine, notarite ametialase praktika ühtlustamine, notarite ja notaribüroode töötajate täienduskoolituse ning kandidaaditeenistuse korraldamine, osavõtt notarite tegevuse üle järelevalve teostamisest ja notarite kutse-eetika nõuete järgimise kontrollimine, digitaalse notariaalarhiivi haldamine ja korraldamine."
"70001202";"Nurme Kool";"Päinurme küla, Koigi vald, Järva maakond";"";"";"";"";"00000000";"";"";"KOOL@PAINURME.EDU.EE";"
Valitsusasutuse hallatav riigiasutus";"51 ";"72502 ";"386 9434 ";"38 69434 ";"85312 ";"Põhikoolide tegevus ";"887-K ";"06.11.1996 ";"06.11.1996 ";"17 ";"27.04.2000 ";"04.11.1998 ";"51000846 ";"70000740 ";"29 ";"29.08.2013 ";"Vabariigi Valitsuse korraldus  \"Üœldharidusasutuste andmine maavalitsuste haldamisele ja riigivara valitsejate määramine\" ";"Haridus- ja teadusministri määrus \"Haridus- ja teadusministri määruste muutmine tulenevalt põhikooli- ja gümnaasiumuseadusest\" ";"Põhiharidus riikliku lihtsustatud õppekava alusel ja lisaõpe põhikooli lihtsustatud õppekava järgi lõpetanutele"
"75001916";"Nursi Raamatukogu";"Nursi küla, Rõuge vald, Võru maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"86 ";"66204 ";"278 79 331 ";" ";"91011 ";"Raamatukogude tegevus ";"65 ";"19.03.1991 ";"01.04.1991 ";"17 ";"27.04.2000 ";"04.12.2000 ";"38002390 ";"75001885 ";"5 ";"26.01.2000 ";"Võru maavanema korraldus \"Haldusfunktsioonide üleandmine\" ";"Rõuge Vallavolikogu määrus \"Rõuge valla raamatukogude põhimääruste kinnitamine\" ";"Osutab põhiteenuseid (kohapeal kasutamine ja kojulaenutus) Rõuge valla elanikele ning teistele soovijatele vastavalt rahvaraamatukogu seadusele, teistele õigusaktidele ja raamatukogu kasutamise eeskirjadele."
"75008019";"Nõgiaru Raamatukogu";"Nõgiaru küla, Nõo vald, Tartu maakond";"Nõo 4";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"78 ";"61601 ";"07 494 624 ";" ";"91011 ";"Raamatukogude tegevus ";" ";"18.09.1997 ";"18.09.1997 ";"17 ";"27.04.2000 ";"12.12.2000 ";"64006715 ";"75007942 ";"16 ";"15.07.2000 ";"Nõo Vallavolikogu otsus \"Nõo valla asutustest\" ";"Nõo Vallavolikogu määrus \"Rahvaraamatukogude põhimääruste kinnitamine\" ";"Lugejatele kirjanduse, perioodika, audio-visuaalsete infokandjate ja muude üldkasutatavate dokumentide kogumine, hoidmine ja kättesaadavaks tegemine ning avalike andmebaaside kasutamise võimaldamine"
"75007988";"Nõgiaru lasteaed";"Nõgiaru küla, Nõo vald, Tartu maakond";"Nõo 10";"";"";"";"00000000";"";"";"NOGIARULASTEAED@HOT.EE";"
Valla ametiasutuse hallatav asutus";"78 ";"61601 ";"749 4621 ";" ";"85102 ";"Lasteaedade tegevus ";" ";"18.09.1997 ";"18.09.1997 ";"17 ";"27.04.2000 ";"12.12.2000 ";"64000434 ";"75007942 ";"47 ";"13.10.2005 ";"Nõo Vallavolikogu otsus \"Nõo valla asutustest\" ";"Nõo Vallavolikogu määrus \"Nõgiaru lasteaia põhimääruse kinnitamine\" ";"Koolieast noorematele lastele päevahoiu ja alushariduse omandamise võimaldamine"
"75037955";"Nõlvaku Lasteaed";"Saue vald, Harju maakond";"Kaselaane tn 1/Vanasilla tn 31A";"00000000";"";"";"00000000";"00000000";"";"MERLE.PERM@SAUEVALD.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"76401 ";"53079131 ";" ";"85102 ";"Lasteaedade tegevus ";"82 ";"29.12.2011 ";"29.12.2011 ";"17 ";"27.04.2000 ";"26.04.2012 ";" ";"75012392 ";"15 ";"29.12.2011 ";"Saue Vallavolikogu otsus \"Nõlvaku Lasteaia asutamine\" ";"Saue Vallavolikogu määrus \"Saue valla munitsipaallasteasutuse põhimääruse kinnitamine\" ";"Võimaldab kuni seitsmeaastastele lastele hoidu ja alushariduse omandamist"
"75016036";"Nõmme Kultuurikeskus";"Tallinn, Harju maakond";"Turu plats 2";"";"";"";"00000000";"";"";"POST@NOMMEKULTUUR.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"11614 ";"677 0891 ";"677 0890 ";"93291 ";"Kultuurikeskused ja rahvamajad ";"109 ";"25.11.1994 ";"25.11.1994 ";"17 ";"27.04.2000 ";"01.11.2000 ";"1360640 ";"75014882 ";"85 ";"27.12.2012 ";"Tallinna Linnavalitsuse määrus \"Nõmme Kultuurikeskuse asutamine ja põhikirja kinnitamine\" ";"Tallinna Linnavalitsuse määrus \"Nõmme Kultuurikeskuse põhimäärus\" ";"Nõmme linnaosa elanikele vaba aja veetmise võimaluste loomine ja kultuuri- ning huvitegevuse korraldamine"
"75014882";"Nõmme Linnaosa Valitsus";"Tallinn, Harju maakond";"Vabaduse pst 77";"";"";"";"00000000";"";"";"NOMME@TALLINNLV.EE";"
Linna ametiasutus";"37 ";"11616 ";"645 7345 ";"645 7340 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"04.06.1992 ";"04.06.1992 ";"17 ";"27.04.2000 ";"01.11.2000 ";"1136380 ";" ";"29 ";"13.12.2012 ";"Tallinna Linnavolikogu otsus \"Nõmmele Tallinna linnaosa õiguste andmisest\" ";"Tallinna Linnavolikogu määrus \"Nõmme linnaosa põhimääruse muutmine\" ";"Otsustab ja korraldab oma haldusterritooriumil, kas vahetult või teiste isikutega sõlmitud lepingute alusel kõiki kohaliku elu küsimusi, mis on talle pandud riigi või Tallinna õigusaktidega."
"75016154";"Nõmme Muusikakool";"Tallinn, Harju maakond";"Pärnu mnt 320";"";"";"";"00000000";"";"";"NMKOOL@HOT.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"11614 ";"677 0844 ";"670 0726 ";"85521 ";"Muusika- ja kunstikoolitus ";"1007-K ";"12.04.1996 ";"12.04.1996 ";"17 ";"27.04.2000 ";"03.11.2000 ";"1090229 ";"75014289 ";"1007-K ";"12.04.1996 ";"Tallinna Linnavalitsuse korraldus \"Huvialakoolide põhikirjade kinnitamine\" ";"Tallinna Linnavalitsuse korraldus \"Huvialakoolide põhikirjade kinnitamine\" ";"Kompleksne muusika- ja instrumendiõpetus vastavalt riiklikule õppekavale."
"75016059";"Nõmme Sotsiaalmaja";"Tallinn, Harju maakond";"Pihlaka 12";"";"";"";"00000000";"";"";"SOTSMAJA@HOT.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"11211 ";"659 3240 ";"659 3249 ";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta ";"54 ";"09.06.1999 ";"01.07.1999 ";"17 ";"27.04.2000 ";"01.11.2000 ";"1402730 ";"75014882 ";"74 ";"19.12.2012 ";"Tallinna Linnavalitsuse määrus \"Nõmme Sotsiaalmaja põhimääruse kinnitamine\" ";"Tallinna Linnavalitsuse määrus \"Nõmme Sotsiaalmaja põhimäärus\" ";"Enda töö ning majandustegevuse korraldamine"
