"Asutuse registrikood";"Asutuse t�isnimi";"Maakond, linn/vald, k�la";"T�nav/maja";"Arhiv. kp";"L�p.akt.nimi";"L�pet. nr";"L�petamise akti kuup�ev";"L�pet.kp";"Arhiivis";"E-mail";"asut_liik";"maakond";"postikood";"telefon";"faks";"tegevuala_kood";"tegevusala";"Moodust_akti_nr";"Moodust_akti_kuup�ev";"Asutamise_kuup�ev";"P�him��ruse_akti_nr.";"P�him��ruse_kinnitamise_kuup�ev.";"Kande_kuup�ev";"Ettev�tte_registri_kood";"K�rgemalseisva_asutuse_number";"P�him��ruse_akti_nr";"P�him��ruse_kinnitamise_kuup�ev";"Moodustamisakt";"P�him��ruse_akt";"Tegevusala_kirjeldus"
"75035602";"Loksa Noortekeskus";"Loksa linn, Harju maakond";"Tallinna 47";"00000000";"";"";"00000000";"00000000";"";"NOORTEKESKUS@LOKSA.EE";"
Linna ametiasutuse hallatav asutus";"37 ";"74806 ";"688 8100 ";" ";"85529 ";"Muu huvikoolitus ";"56 ";"29.07.2003 ";"29.07.2003 ";"17 ";"27.04.2000 ";"14.11.2008 ";" ";"75013457 ";"31 ";"20.12.2010 ";"Loksa Linnavolikogu otsus \"Loksa linna Päevakeskuse asutamine\" ";"Loksa Linnavolikogu määrus \"Loksa Noortekeskuse põhimäärus\" ";"Noortele huvitegevuse, organisatsioonitegevuse ja vaba aja veetmise võimaldamine."
"75026626";"Loo Keskkool";"Loo alevik, J�el�htme vald, Harju maakond";"Saha tee 7";"";"";"";"00000000";"";"";"KOOL@LOOKOOL.EE";"
Valla ametiasutuse hallatav asutus";"37 ";"74201 ";"608 0403 ";" ";"85313 ";"Gümnaasiumide tegevus ";"14 ";"28.11.2000 ";"11.12.2000 ";"17 ";"27.04.2000 ";"14.03.2001 ";" ";"75025973 ";"62 ";"29.09.2011 ";"Jõelähtme Vallavolikogu määrus \"Loo Keskkooli põhimääruse kinnitamine\" ";"Jõelähtme Vallavolikogu määrus \"Loo Keskkooli põhimäärus\" ";"Põhi- ja keskhariduse andmine"
"75026595";"Loo Lasteaed P��supesa";"Loo alevik, J�el�htme vald, Harju maakond";"Saha tee 12";"";"";"";"00000000";"";"";"LOOPESA@GMAIL.COM";"
Valla ametiasutuse hallatav asutus";"37 ";"74201 ";"608 0656 ";"608 0656 ";"85102 ";"Lasteaedade tegevus ";"21 ";"27.12.2000 ";"08.01.2001 ";"17 ";"27.04.2000 ";"14.03.2001 ";" ";"75025973 ";"34 ";"25.11.2010 ";"Jõelähtme Vallavolikogu määrus \"Loo Lasteaia põhimääruse kinnitamine\" ";"Jõelähtme Vallavolikogu määrus \"Loo Lasteaed \"Pääsupesa\" põhimäärus\" ";"Koolieast noorematele lastele hoiu ja alushariduse omandamise võimaldamine."
"75021056";"Loosi Raamatukogu";"Loosi k�la, Vastseliina vald, V�ru maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"86 ";"65202 ";"078 51467 ";" ";"91011 ";"Raamatukogude tegevus ";"15/12/08 ";"29.09.1992 ";"29.09.1992 ";"17 ";"27.04.2000 ";"16.01.2001 ";"38002361 ";"75021020 ";"23 ";"02.11.2000 ";"Riigivara munitsipaalomandusse üleandmise akt ";"Vastseliina Vallavolikogu määrus \"Vastseliina valla raamatukogude põhimääruste kinnitamine\" ";"Kogub, säilitab ja teeb lugejale kättesaadavaks temale vajalikud trükised ja teavikud ning avalikud andmebaasid"
"75008002";"Luke Raamatukogu";"Luke k�la, N�o vald, Tartu maakond";"Vanaj�rve 2";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"78 ";"61601 ";"07 450 782 ";" ";"91011 ";"Raamatukogude tegevus ";" ";"18.09.1997 ";"18.09.1997 ";"17 ";"27.04.2000 ";"12.12.2000 ";"64006721 ";"75007942 ";"16 ";"15.06.2000 ";"Nõo Vallavolikogu otsus \"Nõo valla asutustest\" ";"Nõo Vallavolikogu määrus \"Rahvaraamatukogude põhimääruste kinnitamine\" ";"Lugejatele kirjanduse, perioodika, audio-visuaalsete infokandjate ja muude üldkasutatavate dokumentide kogumine, hoidmine ja kättesaadavaks tegemine ning avalike andmebaaside kasutamise võimaldamine"
"75007994";"Luke lasteaed Segasumma";"Luke k�la, N�o vald, Tartu maakond";"M�ej�ri 1";"";"";"";"00000000";"";"";"MARGE.ALTIN@MAIL.EE";"
Valla ametiasutuse hallatav asutus";"78 ";"61601 ";"745 0781 ";" ";"85102 ";"Lasteaedade tegevus ";" ";"18.09.1997 ";"18.09.1997 ";"17 ";"27.04.2000 ";"12.12.2000 ";"64000440 ";"75007942 ";"46 ";"13.10.2005 ";"Nõo Vallavolikogu otsus \"Nõo valla asutustest\" ";"Nõo Vallavolikogu määrus \"Luke lasteaia Segasumma põhimääruse kinnitamine\" ";"Koolieast noorematele lastele päevahoiu ja alushariduse omandamise võimaldamine"
"75010453";"Lusti Lasteaed";"Lusti k�la, Antsla vald, V�ru maakond";"";"";"";"";"00000000";"";"";"LUSTI@ANTSLA.EE";"
Valla ametiasutuse hallatav asutus";"86 ";"66410 ";"785 5659 ";"785 5659 ";"85102 ";"Lasteaedade tegevus ";"1 ";"30.01.2006 ";"01.07.2006 ";"17 ";"27.04.2000 ";"26.09.2000 ";"38001858 ";"75010418 ";"29 ";"21.12.2010 ";"Antsla Vallavolikogu otsus \"Lusti Lasteaed-Algkooli algkooli tegevuse ümberkorraldamine\" ";"Antsla Vallavolikogu määrus \"Lusti Lasteaia põhimääruse kinnitamine\" ";"Võimaldab koolieast noorematele lastele hoidu ja alushariduse omandamist."
"75023527";"Lustivere P�hikool";"Lustivere k�la, P�ltsamaa vald, J�geva maakond";"";"";"";"";"00000000";"";"";"LUSTIVEREPK@LUSTIVEREPK.EDU.EE";"
Valla ametiasutuse hallatav asutus";"49 ";"48002 ";"775 5210 ";" ";"85312 ";"Põhikoolide tegevus ";"174 ";"22.02.2005 ";"01.09.2005 ";"17 ";"27.04.2000 ";"27.12.2000 ";"41001342 ";"75023496 ";"55 ";"16.03.2005 ";"Põltsamaa Vallavolikogu otsus \"Lustivere Põhikooli tegevuse ümberkujundamine\" ";"Põltsamaa Vallavolikogu määrus \"Lustivere Põhikooli põhimääruse kinnitamine\" ";"Võimaldab põhihariduse omandamist, koolikohustuse täitmist ja koolieast noorematele lastele hoidu ning alushariduse omandamist"
"70002443";"Luua Metsanduskool";"Luua k�la, Palamuse vald, J�geva maakond";"";"";"";"";"00000000";"";"";"INFO@LUUA.EDU.EE";"
Valitsusasutuse hallatav riigiasutus";"49 ";"49203 ";"776 2111 ";"776 2110 ";"85321 ";"Kutseõppeasutuste tegevus ";"47-K ";"06.03.1991 ";"01.03.1991 ";"17 ";"27.04.2000 ";"25.11.1998 ";"41000644 ";"70000740 ";"45 ";"30.07.2004 ";"EV Põllumajandusministeeriumi käskkiri \"Kaarepere Sovhoostehnikumi reorganiseerimine\" ";"Haridus- ja Teadusministri määrus \"Luua Metsanduskooli põhimäärus\" ";"Põhi- ja keskhariduse baasil kutsekeskhariduse omandamise võimaldamine põllumajanduse, sotsiaalteaduste, ärinduse ja õiguse ning loodus- ja täppisteaduste õppevaldkondades"
"75003826";"Luunja Keskkool";"Luunja alevik, Luunja vald, Tartu maakond";"";"";"";"";"00000000";"";"";"LUUNJAKK@LUUNJA.EDU.EE";"
Valla ametiasutuse hallatav asutus";"78 ";"62201 ";"274 17 317 ";" ";"85313 ";"Gümnaasiumide tegevus ";"12/6/549 ";"02.04.1993 ";"02.04.1993 ";"17 ";"27.04.2000 ";"13.06.2000 ";"64002976 ";"75003476 ";"7-3 ";"26.06.2003 ";"Riigi vara munitsipaalomandusse üleandmise akt ";"Luunja Vallavolikogu määrus \"Luunja Keskkooli põhimääruse kinnitamine\" ";"Võimaluste loomine põhihariduse omandamiseks ning koolikohustuse täitmiseks ja üldkeskhariduse omandamiseks"
"75003849";"Luunja Kultuuri- ja Vabaajakeskus";"Luunja alevik, Luunja vald, Tartu maakond";"Puiestee 8";"";"";"";"00000000";"";"";"KULTUURIMAJA@LUUNJA.EE";"
Valla ametiasutuse hallatav asutus";"78 ";"62222 ";"7 417 289 ";"7 417 289 ";"93291 ";"Kultuurikeskused ja rahvamajad ";"1-4 ";"18.01.1996 ";"01.04.1996 ";"17 ";"27.04.2000 ";"13.06.2000 ";"64006997 ";"75003476 ";"1 ";"31.01.2013 ";"Luunja Vallavolikogu otsus \"ME Luunja Kultuurikeskus likvideerimine\" ";"Luunja Vallavolikogu määrus \"Luunja Kultuuri- ja Vabaajakeskuse põhimäärus\" ";"Luunja valla elanike kultuuriline teenindamine, rahvakultuuri säilitamine ja arendamine, huvi-, spordi- ja vabaajategevuse ning avatud noorsootöö korraldamine ja koordineerimine"
"75003890";"Luunja Lasteaed \"Midrimaa\"";"Luunja alevik, Luunja vald, Tartu maakond";"Uus t 3";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"78 ";"62201 ";"274 17 284 ";" ";"85102 ";"Lasteaedade tegevus ";"3 ";"20.05.1991 ";"01.05.1991 ";"17 ";"27.04.2000 ";"13.06.2000 ";"64001451 ";"75003476 ";"6-4 ";"28.06.2001 ";"Lastepäevakodu \"Midrimaa\" üleandmise akt ";"Luunja Vallavolikogu määrus \"Luunja Lasteaia \"Midrimaa\" nimetuse muutmine ja põhimääruse kinnitamine\" ";"Võimaldab lastele hoidu ja alushariduse omandamist"
"75003476";"Luunja Vallavalitsus";"Luunja alevik, Luunja vald, Tartu maakond";"";"";"";"";"00000000";"";"";"LUUNJAVV@LUUNJA.EE";"
Valla ametiasutus";"78 ";"62222 ";"741 7319 ";"741 7398 ";"84114 ";"Valla- ja linnavalitsuste tegevus ";" ";"16.05.1991 ";"16.05.1991 ";"17 ";"27.04.2000 ";"06.06.2000 ";"64004248 ";" ";"7-1 ";"26.06.2003 ";"Eesti Vabariigi Ülemnõukogu Presiidiumi seadlus ";"Luunja Vallavolikogu määrus \"Luunja valla põhimäärus\" ";"Täidab ülesandeid, mis seaduse, käesoleva põhimääruse ja teiste volikogu õigusaktidega on antud vallavalitsuse pädevusse"
"75013049";"Luutsniku Raamatukogu";"Luutsniku k�la, Haanja vald, V�ru maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"86 ";"65102 ";" ";" ";"91011 ";"Raamatukogude tegevus ";"297 ";"22.11.1990 ";"22.11.1990 ";"17 ";"27.04.2000 ";"09.10.2000 ";"38002585 ";"75013003 ";"8 ";"29.02.2000 ";"Võru Maakonnavalitsuse määrus \"Haldusfunktsioonide üleandmine\" ";"Haanja Vallavolikogu määrus \"Haanja valla raamatukogude põhimääruste kinnitamine\" ";"Lugejaile vajaliku kirjanduse, audio-visuaalsete infokandjate ja muude üldkasutatavate dokumentide kogumine, hoidmine ja kättesaadavaks tegemine ning avalike andmepankade kasutamise võimaldamine."
"75010134";"L�hte lasteaed Kiisupere";"L�hte alevik, Tartu vald, Tartu maakond";"Kase p�ik 3";"";"";"";"00000000";"";"";"INFO@LAHTELASTEAED.EDU.EE";"
Valla ametiasutuse hallatav asutus";"78 ";"60502 ";"5136355 ";" ";"85102 ";"Lasteaedade tegevus ";"369 ";"30.11.1990 ";"30.11.1990 ";"17 ";"27.04.2000 ";"08.09.2000 ";"65000523 ";"75006486 ";"1 ";"30.01.2013 ";"Tartu Maakonnavalitsuse määrus \"Haldusreformi läbiviimine Tartu maakonnas\" ";"Tartu Vallavolikogu määrus \"Tartu Vallavolikogu 19.03.2003 määrusega nr 7 kinnitatud \"Lähte lasteaia põhimääruse\" muutmine ";"Koolieast nooremate laste hoidmine ja alushariduse andmine"
"75012081";"L�hte ܜhisg�mnaasium";"L�hte alevik, Tartu vald, Tartu maakond";"";"";"";"";"00000000";"";"";"TOOMAS@LAHTE.EDU.EE";"
Valla ametiasutuse hallatav asutus";"78 ";"60502 ";"074 94 297, 074 ";"074 94 297 ";"85313 ";"Gümnaasiumide tegevus ";"369 ";"30.11.1990 ";"30.11.1990 ";"17 ";"27.04.2000 ";"04.10.2000 ";"64002969 ";"75006486 ";"32 ";"14.11.1996 ";"Tartu Maakonnavalitsuse määrus \"Haldusreformi läbiviimine Tartu maakonnas\" ";"Tartu Vallavolikogu määrus \"Lähte Ühisgümnaasiumi põhimääruse kinnitamine\" ";"Põhi- ja keskhariduse andmine."
"75037624";"L�hte ܜhisraamatukogu";"L�hte alevik, Tartu vald, Tartu maakond";"�petaja tn 8a";"00000000";"";"";"00000000";"00000000";"";"LAHTERK@TARTUVV.EE";"
Valla ametiasutuse hallatav asutus";"78 ";"60502 ";"7454269 ";" ";"91011 ";"Raamatukogude tegevus ";"48 ";"26.10.2011 ";"26.10.2011 ";"17 ";"27.04.2000 ";"16.11.2011 ";" ";"75006486 ";"48 ";"26.10.2011 ";"Tartu Vallavolikogu otsus \"Tartu Vallavalitsuse hallatava asutuse Lähte Raamatukogu ja Lähte Ühisgümnaasiumi juures asuva raamatukogu liitmine üheks uueks asutuseks ja selle asutuse põhimääruse kinnitamine\" ";"Tartu Vallavolikogu otsus \"Tartu Vallavalitsuse hallatava asutuse Lähte Raamatukogu ja Lähte Ühisgümnaasiumi juures asuva raamatukogu liitmine üheks uueks asutuseks ja selle asutuse põhimääruse kinnitamine\" ";"Raamatute laenutamine, elanikele juurdepääsu tagamine informatsioonile, teadmistele, inimmõtte saavutustele ning kultuurile, toetada elukestvat õppimist ja enesetäiendamist. Samuti täita kooliraamatukogu funktsiooni."
"75012898";"L��ne Maakonna Keskraamatukogu";"Haapsalu linn, L��ne maakond";"Posti 3";"";"";"";"00000000";"";"";"INFO@LIB.HAAPSALU.EE";"
Linna ametiasutuse hallatav asutus";"57 ";"90502 ";"047 35 506 ";" ";"91011 ";"Raamatukogude tegevus ";"06/680/02 ";"22.07.1994 ";"22.07.1994 ";"17 ";"27.04.2000 ";"09.10.2000 ";"69002194 ";"75012802 ";"137 ";"24.09.1999 ";"Riigi vara munitsipaalomandisse andmise akt ";"Haapsalu Linnavolikogu otsus \"Lääne Maakonna Keskraamatukogu põhimääruse kinnitamine\" ";"Elanikele vaba juurdepääsu tagamine üldkasutatavale informatsioonile"
"70004301";"L��ne Maavalitsus";"Haapsalu linn, L��ne maakond";"Lahe 8";"";"";"";"00000000";"";"";"INFO@LAANE.MAAVALITSUS.EE";"
Valitsusasutus";"57 ";"90503 ";"472 5600 ";"472 5601 ";"84111 ";"Täitev- ja seadusandlike organite tegevus ";" ";"  .  .     ";"29.06.1993 ";"17 ";"27.04.2000 ";"06.07.1999 ";"69002780 ";"70000272 ";" ";"  .  .     ";"Maakonna valitsemiskorralduse seadus (RT I 1993, 51 696) ";"VVS § 65 lg 3 (maavalitsused RM valitsemisalas al 01.09.2015) ";"Täidesaatva riigivõimu teostamine."
"75039416";"L��ne- Saare Haldus";"Kuressaare linn, Saare maakond";"Marientali 27";"00000000";"";"";"00000000";"00000000";"";"HALDUS@LAANESAARE.EE";"
Valla ametiasutuse hallatav asutus";"74 ";"93820 ";"4520472,4520450 ";" ";"84123 ";"Elamu- ja kommunaalmajanduse haldus ";"1-3/16/12 ";"17.02.2016 ";"01.03.2016 ";"17 ";"27.04.2000 ";"08.03.2016 ";" ";"75038977 ";"10 ";"17.02.2016 ";"Lääne-Saare Vallavolikogu otsus \"Lääne-Saare Vallavalitsuse hallatava asutuse Lääne- Saare Haldus asutamine\" ";"Lääne-Saare Vallavolikogu määrus \"Lääne- Saare Haldus põhimääruse kinnitamine\" ";"Lääne-Saare vallale kuuluvate maaüksuste ning hoonete ja rajatiste, sh ühisveevärgi ja -kanalisatsiooni, kaugküttesüsteemi, elektrisüsteemi, tänavavalgustusrajatiste ja -süsteemide, transpordi- ja muude infrastruktuurirajatiste ning kalmistute haldamine."
"75038598";"L��ne-Nigula Vallavalitsus";"Taebla alevik, L��ne-Nigula vald, L��ne maakond";"Haapsalu mnt 6";"00000000";"";"";"00000000";"00000000";"";"VV@LAANENIGULA.EE";"
Valla ametiasutus";"57 ";"90801 ";"4720 300 ";" ";"84114 ";"Valla- ja linnavalitsuste tegevus ";"20 ";"29.11.2013 ";"01.01.2014 ";"17 ";"27.04.2000 ";"02.01.2014 ";" ";" ";"18 ";"26.02.2014 ";"Lääne-Nigula Vallavolikogu otsus \"Lääne-Nigula valla ametiasutuste ümberkorraldamine\" ";"Lääne-Nigula Vallavolikogu määrus \"Lääne-Nigula valla põhimäärus\" ";"Omavalitsus otsustab ja korraldab kõiki kohaliku elu küsimusi, mis ei ole seadusega antud riigiorganite otsustada, tagades ülesannete täitmise valla arengukava, eelarve ja maksusüsteemiga. Lääne-Nigula vald omavalitsusüksusena juhindub oma tegevuses Eesti Vabariigi põhiseadusest, Euroopa kohaliku omavalitsuse hartast, kohaliku omavalitsuse korralduse seadusest, Eesti Vabariigi teistest seadustest ning nende alusel täitmiseks antud õigusaktidest, Lääne-Nigula valla õigusaktidest, lepingutest ja põhimäärusest"
"75038994";"L��ne-Nigula valla Noortekeskus";"Taebla alevik, L��ne-Nigula vald, L��ne maakond";"Haapsalu mnt 6";"00000000";"";"";"00000000";"00000000";"";"TAEBLA.NOORTEKAS@LAANENIGULA.EE";"
Valla ametiasutuse hallatav asutus";"57 ";"90801 ";" ";" ";"85529 ";"Muu huvikoolitus ";"110 ";"20.11.2014 ";"01.01.2015 ";"17 ";"27.04.2000 ";"05.01.2015 ";" ";"75038598 ";"13 ";"16.12.2014 ";"Lääne-Nigula Vallavolikogu otsus \"Lääne-Nigula valla Noortekeskuse asutamine\" ";"Lääne-Nigula Vallavalitsuse määrus \"Lääne-Nigula valla Noortekeskuse põhimäärus\" ";"Pakkuda noortele erinevaid huvigruppe hõlmavaid huvitegevusi ja vaba aja veetmise võimalusi"
"75039362";"L��ne-Nigula valla Raamatukogu";"Taebla alevik, L��ne-Nigula vald, L��ne maakond";"Lasteaia tn 11";"00000000";"";"";"00000000";"00000000";"";"TAEBLA.RAAMATUKOGU@LAANENIGULA.EE";"
Valla ametiasutuse hallatav asutus";"57 ";"90801 ";" ";" ";"91011 ";"Raamatukogude tegevus ";"47 ";"23.09.2015 ";"01.01.2016 ";"17 ";"27.04.2000 ";"01.01.2016 ";" ";"75038598 ";"15 ";"23.09.2015 ";"Lääne-Nigula Vallavolikogu otsus \"Lääne-Nigula Vallavalitsuse hallatavate asutuste ümberkorraldamine\" ";"Lääne-Nigula Vallavolikogu määrus \"Lääne-Nigula valla Raamatukogu põhimäärus\" ";"Raamatukogude tegevus"
"75039422";"L��ne-Saare Avatud Noortekeskused";"Aste alevik, L��ne-Saare vald, Saare maakond";"Soo tn 2";"00000000";"";"";"00000000";"00000000";"";"NOORTEKESKUSED@LAANESAARE.EE";"
Valla ametiasutuse hallatav asutus";"74 ";"93701 ";"5301 2355 ";" ";"85529 ";"Muu huvikoolitus ";"1-3/16/10 ";"17.02.2016 ";"01.03.2016 ";"17 ";"27.04.2000 ";"08.03.2016 ";" ";"75038977 ";"11 ";"17.02.2016 ";"Lääne-Saare Vallavolikogu otsus \"Lääne-Saare Vallavalitsuse hallatava asutuse Lääne-Saare Avatud Noortekeskused asutamine\" ";"Lääne-Saare Vallavolikogu määrus \"Lääne-Saare Avatud Noortekeskused põhimäärus\" ";"Noorsootöö korraldamine ja koordineerimine Lääne-Saare vallas"
"75038977";"L��ne-Saare Vallavalitsus";"Kuressaare linn, Saare maakond";"Marientali tee 27";"00000000";"";"";"00000000";"00000000";"";"VALD@LAANESAARE.EE";"
Valla ametiasutus";"74 ";"93820 ";"452 0450 ";" ";"84114 ";"Valla- ja linnavalitsuste tegevus ";"12 ";"18.12.2014 ";"01.01.2015 ";"17 ";"27.04.2000 ";"05.01.2015 ";" ";" ";"3 ";"18.12.2014 ";"Lääne-Saare Vallavolikogu otsus \"Ametiasutuste tegevuse ümberkorraldamine\" ";"Lääne-Saare Vallavolikogu määrus \"Lääne-Saare Vallavalitsuse põhimäärus\" ";"Valla territooriumil seaduste ja seaduste alusel antud õigusaktidega kohaliku omavalitsusüksuse pädevusse antud ülesannete täitmine ja avalike teenuste osutamine, lähtudes valla elanike õigustatud huvist"
"70004714";"L��ne-Viru Maavalitsus";"Rakvere linn, L��ne-Viru maakond";"Kreutzwaldi 5";"";"";"";"00000000";"";"";"MAAVALITSUS@L-VIRUMV.EE";"
Valitsusasutus";"59 ";"44314 ";"325 8001 ";"325 8003 ";"84111 ";"Täitev- ja seadusandlike organite tegevus ";" ";"  .  .     ";"29.06.1993 ";"17 ";"27.04.2000 ";"23.04.1999 ";"59004507 ";"70000272 ";" ";"  .  .     ";"MAAKONNA VALITSEMISKORRALDUSE SEADUS (RT I 1993, 51, 696) ";"VVS § 65 lg 3 (maavalitsused RM valitsemisalas al 01.09.2015) ";"Täidesaatva riigivõimu teostamine."
"70006174";"L��ne-Viru Rakendusk�rgkool";"M�driku k�la, Vinni vald, L��ne-Viru maakond";"Pajusti sjk";"";"";"";"00000000";"";"";"INFO@MODRIKU.EDU.EE";"
Valitsusasutuse hallatav riigiasutus";"59 ";"46609 ";"329 5950 ";"329 5951 ";"85411 ";"Rakenduskõrgkoolide tegevus ";"79 ";"26.02.2001 ";"01.09.2001 ";"17 ";"27.04.2000 ";"19.09.2001 ";" ";"70000740 ";"25 ";"29.01.2009 ";"Vabariigi Valitsuse määrus \"Mõdriku Põllumajandustehnikumi ja Rakvere Pedagoogikakooli ümberkorraldamine\" ";"Vabariigi Valitsuse määrus \"Lääne-Viru Rakenduskõrgkooli põhimäärus \" ";"Võimaldada majandus-, juhtimis-, ettevõtlus-, teenindus- ja sotsiaalalast koolitust."
"75027525";"L��ne-Virumaa Keskraamatukogu";"Rakvere linn, L��ne-Viru maakond";"Lai t�nav 7";"";"";"";"00000000";"";"";"LVKRK@LVKRK.EE";"
Linna ametiasutuse hallatav asutus";"59 ";"44308 ";"322 5970 ";"322 5979 ";"91011 ";"Raamatukogude tegevus ";"41 ";"02.09.1999 ";"10.09.1999 ";"17 ";"27.04.2000 ";"27.07.2001 ";"59005335 ";"75025064 ";"1 ";"21.01.2015 ";"Rakvere Linnavolikogu määrus \"Lääne-Virumaa Keskraamatukogu põhimäärus\" ";"Rakvere Linnavolikogu määrus \"Lääne-Virumaa Keskraamatukogu põhimäärus\" ";"Raamatukogu põhiülesandeks on koguda, säilitada ja teha lugejale kättesaadavaks temale vajalikud trükised, auvised ja teised teavikud ning avaliku andmebaasid"
"70000125";"L��ne-Virumaa Veterinaarkeskus";"Piira k�la, Vinni vald, L��ne-Viru maakond";"Neffi 2";"";"";"";"00000000";"";"";"INFO.LVIRU@VET.AGRI.EE";"
Valitsusasutuse kohalik asutus";"59 ";"46607 ";"32 32 050 ";"32 32051 ";"71209 ";"Muu teimimine ja analüüs ";"20 ";"16.03.2000 ";"01.04.2000 ";"17 ";"27.04.2000 ";"26.02.2001 ";"59002715 ";"70000094 ";"99 ";"14.06.2007 ";"Põllumajandusministri määrus \"Lääne-Virumaa Veterinaarkeskuse ümberkorraldamine ja põhimääruse kinnitamine\" ";"Põllumajandusministri määrus \"Lääne-Virumaa Veterinaarkeskuse põhimäärus\" ";"Veterinaartegevust, söödahügieeni, toiduohutust, põllumajandusloomade aretust, turukorraldust ja mahepõllumajandust reguleerivate õigusaktide täitmise korraldamine ning riikliku järelevalve teostamine ja riikliku sunni kohaldamine veterinaarkeskusele omistatud pädevuse piires seaduses ettenähtud alustel ja ulatuses."
"75012854";"L��nemaa Spordikool";"Haapsalu linn, L��ne maakond";"Lihula mnt 10";"";"";"";"00000000";"";"";"LMSK@UGRI.HAAPSALU.EE";"
Linna ametiasutuse hallatav asutus";"57 ";"90507 ";"047 33 456 ";"047 33 215 ";"85511 ";"Spordikoolid ";"06/709/02 ";"01.09.1995 ";"01.09.1995 ";"17 ";"27.04.2000 ";"09.10.2000 ";"69003839 ";"75012802 ";"107 ";"27.04.2001 ";"Riigi vara munitsipaalomandisse andmise akt ";"Haapsalu Linnavolikogu otsus \"Läänemaa Spordikooli põhimääruse uue redaktsiooni kinnitamine\" ";"Lastele ja noortele võimaluse pakkumine sportlikeks treeninguteks ja süvendatud spordiõppeks"
"70000220";"L��nemaa Veterinaarkeskus";"Haapsalu linn, L��ne maakond";"Jaani 8";"";"";"";"00000000";"";"";"INFO.LM@VET.AGRI.EE";"
Valitsusasutuse kohalik asutus";"57 ";"90502 ";"47 24791 ";"47 24791 ";"71209 ";"Muu teimimine ja analüüs ";"25 ";"16.03.2000 ";"01.04.2000 ";"17 ";"27.04.2000 ";"26.02.2001 ";"69004448 ";"70000094 ";"98 ";"14.06.2007 ";"Põllumajandusministri määrus \"Läänemaa Veterinaarkeskuse ümberkorraldamine ja põhimääruse kinnitamine\" ";"Põllumajandusministri määrus \"Läänemaa Veterinaarkeskuse põhimäärus\" ";"Veterinaartegevust, söödahügieeni, toiduohutust, põllumajandusloomade aretust, turukorraldust ja mahepõllumajandust reguleerivate õigusaktide täitmise korraldamine ning riikliku järelevalve teostamine ja riikliku sunni kohaldamine veterinaarkeskusele omistatud pädevuse piires seaduses ettenähtud alustel ja ulatuses."
"75038167";"L��nemaa ܜhisg�mnaasium";"Haapsalu linn, L��ne maakond";"F.J.Wiedemanni 15";"00000000";"";"";"00000000";"00000000";"";"";"
Valitsusasutuse hallatav riigiasutus";"57 ";"90503 ";" ";" ";"85313 ";"Gümnaasiumide tegevus ";"384 ";"23.07.2012 ";"01.08.2012 ";"17 ";"27.04.2000 ";"26.10.2012 ";" ";"70000740 ";"32 ";"05.10.2012 ";"Haridus- ja teadusministri käskkiri \"Läänemaa Ühisgümnaasiumi moodustamine\" ";"Haridus- ja teadusministri määrus \"Läänemaa Ühisgümnaasiumi põhimäärus\" ";"Pakkuda kvaliteetset üldkeskharidust õppija individuaalset arengut toetavas koolikeskkonnas"
"75010163";"L��niste Raamatukogu";"L��niste k�la, V�nnu vald, Tartu maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"78 ";"62411 ";"749 2471 ";" ";"91011 ";"Raamatukogude tegevus ";"369 ";"30.11.1990 ";"30.11.1990 ";"17 ";"27.04.2000 ";"08.09.2000 ";"64006879 ";"75010140 ";"12 ";"06.09.2007 ";"Tartu Maakonnavalitsuse määrus \"Haldusreformi läbiviimine Tartu maakonnas\" ";"Võnnu Vallavolikogu määrus \"Lääniste Raamatukogu põhimäärus\" ";"Lugejale vajalike teavikute kogumine, hoidmine, bibliografeerimine, kättesaadavaks tegemine ning avalike andmebaaside kasutamise võimaldamine."
"75003571";"L�pe Klubi";"L�pe k�la, Koonga vald, P�rnu maakond";"";"";"";"";"00000000";"";"";"";"
Valla ametiasutuse hallatav asutus";"67 ";"88402 ";"446 2234 ";" ";"93291 ";"Kultuurikeskused ja rahvamajad ";" ";"26.04.1993 ";"26.04.1993 ";"17 ";"27.04.2000 ";"12.09.2000 ";"56033968 ";"75003482 ";"4 ";"23.03.2000 ";"Lõpe Ühsimajandi reformikomisjoni akt ";"Koonga Vallavolikogu määrus \"Põhimääruste kinnitamine\" ";"Kohaliku kultuurielu edendamine."
